"","folio","ls","ls00","pid_link"
"826",198000,1,1,"0019800001"
"827",198000,2,2,"0019800002"
"828",198000,3,3,"0019800003"
"829",198000,4,4,"0019800004"
"830",198000,5,5,"0019800005"
"831",199000,1,1,"0019900001"
"832",199000,2,2,"0019900002"
"833",199000,3,3,"0019900003"
"834",199000,4,4,"0019900004"
"835",2e+05,1,1,"0020000001"
"836",2e+05,2,2,"0020000002"
"837",201000,1,1,"0020100001"
"838",201000,2,2,"0020100002"
"839",201000,3,3,"0020100003"
"840",201000,4,4,"0020100004"
"841",202000,1,1,"0020200001"
"842",202000,2,2,"0020200002"
"843",202000,3,3,""
"844",202000,4,4,"0020200004"
"845",202003,1,1,"0020200003"
"846",202003,2,2,"0020200302"
"847",203000,1,1,"0020300001"
"848",203000,2,2,"0020300002"
"849",203000,3,3,"0020300003"
"850",203000,4,4,"0020300004"
"851",203000,5,5,"0020300005"
"852",203000,6,6,"0020300006"
"853",206000,1,1,"0020600001"
"854",206000,2,2,"0020600002"
"855",206000,3,3,"0020600003"
"856",206000,4,4,"0020600004"
"857",206000,5,5,"0020600005"
"858",207000,1,1,"0020700001"
"859",207000,2,2,"0020700002"
"860",208000,1,1,"0020800001"
"861",208000,2,2,"0020800002"
"862",208000,3,3,"0020800003"
"863",208000,4,4,"0020800004"
"864",208000,5,5,"0020800005"
"865",209000,1,1,"0020900001"
"866",209000,2,2,"0020900002"
"867",209000,3,3,"0020900003"
"868",209000,4,4,"0020900004"
"869",210000,1,1,"0021000001"
"870",210000,2,2,"0021000002"
"871",210000,3,3,"0021000003"
"872",210000,4,4,"0021000004"
"873",210000,5,5,"0021000005"
"874",211000,1,1,"0021100001"
"875",211000,2,2,"0021100002"
"876",211000,3,3,"0021100003"
"877",211000,4,4,"0021100004"
"878",211000,5,5,"0021100005"
"879",211000,6,6,"0021100006"
"880",211000,7,7,"0021100007"
"881",211000,8,8,"0021100008"
"882",211000,9,9,"0021100009"
"883",211000,10,10,"0021100010"
"884",211000,11,11,"0021100011"
"885",212000,1,1,"0021200001"
"886",212000,2,2,"0021200002"
"887",212000,3,3,"0021200003"
"888",212000,4,4,"0021200004"
"889",212000,5,5,"0021200005"
"890",212000,6,6,"0021200006"
"891",213000,1,1,"0021300001"
"892",213000,2,2,"0021300002"
"893",213000,3,3,"0021300003"
"894",213000,4,4,"0021300004"
"895",213000,5,5,"0021300005"
"896",213000,6,6,"0021300006"
"897",213000,7,7,"0021300007"
"898",213000,8,8,"0021300008"
"899",214000,1,1,"0021400001"
"900",214000,2,2,"0021400002"
"901",214000,3,3,"0021400003"
"902",215000,1,1,"0021500001"
"903",215000,2,2,"0021500002"
"904",215000,3,3,"0021500003"
"905",215000,4,4,"0021500004"
"906",215000,5,5,"0021500005"
"907",217000,1,1,"0021700001"
"908",217000,2,2,"0021700002"
"909",217000,3,3,"0021700003"
"910",217000,4,4,"0021700004"
"911",217000,5,5,"0021700005"
"912",217000,6,6,"0021700006"
"913",218000,1,1,"0021800001"
"914",218000,2,2,"0021800002"
"915",218000,3,3,"0021800003"
"916",218000,4,4,"0021800004"
"917",218000,5,5,"0021800005"
"918",219000,1,1,"0021900001"
"919",219000,2,2,"0021900002"
"920",219000,3,3,"0021900003"
"921",220000,1,1,"0022000001"
"922",220000,2,2,"0022000002"
"923",223000,1,1,"0022300001"
"924",223000,2,2,"0022300002"
"925",223000,3,3,"0022300003"
"926",223000,4,4,"0022300004"
"927",225000,1,1,"0022500001"
"928",225000,2,2,"0022500002"
"929",227000,1,1,"0022700001"
"930",227000,2,2,"0022700002"
"931",227000,3,3,"0022700003"
"932",227000,4,4,"0022700004"
"933",229000,1,1,"0022900001"
"934",232000,1,1,"0023200001"
"935",232000,2,2,"0023200002"
"936",232000,3,3,"0023200003"
"937",232000,4,4,"0023200004"
"938",233000,1,1,"0023300001"
"939",233000,2,2,"0023300002"
"940",236000,1,1,"0023600001"
"941",236000,2,2,"0023600002"
"942",236000,3,3,"0023600003"
"943",236000,4,4,"0023600004"
"944",236000,5,5,"0023600005"
"945",237000,1,1,"0023700001"
"946",240000,1,1,"0024000001"
"947",240000,2,2,"0024000002"
"948",240000,3,3,""
"949",240000,4,4,"0024000004"
"950",240000,5,5,"0024000005"
"951",240000,6,6,"0024000006"
"952",240003,1,1,"0024000003"
"953",240003,2,2,"0024000302"
"954",240003,3,3,"0024000303"
"955",240003,4,4,"0024000304"
"956",240003,5,5,"0024000305"
"957",241000,1,1,"0024100001"
"958",241000,2,2,"0024100002"
"959",241000,3,3,"0024100003"
"960",241000,4,4,"0024100004"
"961",242000,1,1,"0024200001"
"962",242000,2,2,"0024200002"
"963",242000,3,3,"0024200003"
"964",242000,4,4,"0024200004"
"965",242000,5,5,"0024200005"
"966",243000,1,1,"0024300001"
"967",243000,2,2,"0024300002"
"968",243000,3,3,"0024300003"
"969",243000,4,4,"0024300004"
"970",243000,5,5,"0024300005"
"971",243000,6,6,"0024300006"
"972",243000,7,7,"0024300007"
"973",243000,8,8,"0024300008"
"974",243000,9,9,"0024300009"
"975",243000,10,10,"0024300010"
"976",244000,1,1,"0024400001"
"977",244000,2,2,"0024400002"
"978",244000,3,3,"0024400003"
"979",244000,4,4,"0024400004"
"980",244000,5,5,"0024400005"
"981",245000,1,1,"0024500001"
"982",245000,2,2,"0024500002"
"983",245000,3,3,"0024500003"
"984",245000,4,4,"0024500004"
"985",245000,5,5,"0024500005"
"986",246000,1,1,"0024600001"
"987",246000,2,2,"0024600002"
"988",246000,3,3,"0024600003"
"989",246000,4,4,"0024600004"
"990",246000,5,5,"0024600005"
"991",246000,6,6,"0024600006"
"992",246000,7,7,"0024600007"
"993",247000,1,1,"0024700001"
"994",247000,2,2,"0024700002"
"995",247000,3,3,"0024700003"
"996",247000,4,4,"0024700004"
"997",247000,5,5,"0024700005"
"998",247000,6,6,"0024700006"
"999",248000,1,1,"0024800001"
"1000",248000,2,2,"0024800002"
"1001",248000,3,3,"0024800003"
"1002",249000,1,1,"0024900001"
"1003",249000,2,2,"0024900002"
"1004",249000,3,3,"0024900003"
"1005",249000,4,4,"0024900004"
"1006",250000,1,1,"0025000001"
"1007",250000,2,2,"0025000002"
"1008",250000,3,3,"0025000003"
"1009",250000,4,4,"0025000004"
"1010",251000,1,1,"0025100001"
"1011",251000,2,2,"0025100002"
"1012",251000,3,3,""
"1013",251000,4,4,"0025100004"
"1014",251000,5,5,"0025100005"
"1015",251000,6,6,"0025100006"
"1016",251000,7,7,"0025100007"
"1017",251000,8,8,"0025100008"
"1018",251000,9,9,""
"1019",251000,10,10,"0025100010"
"1020",251003,1,1,"0025100003"
"1021",251003,2,2,"0025100009"
"1022",252000,1,1,"0025200001"
"1023",252000,2,2,"0025200002"
"1024",253000,1,1,"0025300001"
"1025",253000,2,2,"0025300002"
"1026",253000,3,3,"0025300003"
"1027",253000,4,4,"0025300004"
"1028",254000,1,1,"0025400001"
"1029",254000,2,2,"0025400002"
"1030",254000,3,3,"0025400003"
"1031",254000,4,4,"0025400004"
"1032",254000,5,5,"0025400005"
"1033",254000,6,6,"0025400006"
"1034",258000,1,1,"0025800001"
"1035",259000,1,1,"0025900001"
"1036",259000,2,2,"0025900002"
"1037",259000,3,3,"0025900003"
"1038",259000,4,4,"0025900004"
"1039",259000,5,5,"0025900005"
"1040",259000,6,6,"0025900006"
"1041",260000,1,1,"0026000001"
"1042",260000,2,2,"0026000002"
"1043",260000,3,3,"0026000003"
"1044",260000,4,4,"0026000004"
"1045",261000,1,1,"0026100001"
"1046",261000,2,2,"0026100002"
"1047",261000,3,3,"0026100003"
"1048",262000,1,1,"0026200001"
"1049",262000,2,2,"0026200002"
"1050",263000,1,1,"0026300001"
"1051",265000,1,1,"0026500001"
"1052",265000,2,2,"0026500002"
"1053",265000,3,3,"0026500003"
"1054",265000,4,4,"0026500004"
"1055",266000,1,1,"0026600001"
"1056",266000,2,2,"0026600002"
"1057",266000,3,3,"0026600003"
"1058",267000,1,1,"0026700001"
"1059",267000,2,2,"0026700002"
"1060",267000,3,3,"0026700003"
"1061",269000,1,1,"0026900001"
"1062",269000,2,2,"0026900002"
"1063",269000,3,3,"0026900003"
"1064",270000,1,1,"0027000001"
"1065",270000,2,2,"0027000002"
"1066",270000,3,3,"0027000003"
"1067",270000,4,4,"0027000004"
"1068",271000,1,1,"0027100001"
"1069",271000,2,2,"0027100002"
"1070",271000,3,3,"0027100003"
"1071",272000,1,1,"0027200001"
"1072",273000,1,1,"0027300001"
"1073",273000,2,2,"0027300002"
"1074",273000,3,3,"0027300003"
"1075",277000,1,1,"0027700001"
"1076",277000,2,2,"0027700002"
"1077",279000,1,1,"0027900001"
"1078",279000,2,2,"0027900002"
"1079",279000,3,3,"0027900003"
"1080",279000,4,4,"0027900004"
"1081",279000,5,5,"0027900005"
"1082",280000,1,1,"0028000001"
"1083",280000,2,2,"0028000002"
"1084",281000,1,1,"0028100001"
"1085",281000,2,2,"0028100002"
"1086",281000,3,3,"0028100003"
"1087",282000,1,1,"0028200001"
"1088",282000,2,2,"0028200002"
"1089",282000,3,3,"0028200003"
"1090",282000,4,4,"0028200004"
"1091",282000,5,5,"0028200005"
"1092",288000,1,1,"0028800001"
"1093",288000,2,2,"0028800002"
"1094",289000,1,1,"0028900001"
"1095",289000,2,2,"0028900002"
"1096",289000,3,3,"0028900003"
"1097",290000,1,1,"0029000001"
"1098",290000,2,2,"0029000002"
"1099",291000,1,1,"0029100001"
"1100",291000,2,2,"0029100002"
"1101",291000,3,3,"0029100003"
"1102",292000,1,1,"0029200001"
"1103",292000,2,2,"0029200002"
"1104",292000,3,3,"0029200003"
"1105",292000,4,4,"0029200004"
"1106",292000,5,5,"0029200005"
"1107",292000,6,6,"0029200006"
"1108",292000,7,7,"0029200007"
"1109",293000,1,1,"0029300001"
"1110",293000,2,2,"0029300002"
"1111",293000,3,3,"0029300003"
"1112",293000,4,4,"0029300004"
"1113",294000,1,1,"0029400001"
"1114",294000,2,2,"0029400002"
"1115",294000,3,3,"0029400003"
"1116",295000,1,1,"0029500001"
"1117",295000,2,2,"0029500002"
"1118",295000,3,3,"0029500003"
"1119",296000,1,1,"0029600001"
"1120",296000,2,2,"0029600002"
"1121",296000,3,3,"0029600003"
"1122",297000,1,1,"0029700001"
"1123",297000,2,2,"0029700002"
"1124",297000,3,3,"0029700003"
"1125",297000,4,4,"0029700004"
"1126",297000,5,5,"0029700005"
"1127",298000,1,1,"0029800001"
"1128",298000,2,2,""
"1129",298000,3,3,""
"1130",298000,4,4,"0029800004"
"1131",298000,5,5,"0029800005"
"1132",298000,6,6,"0029800006"
"1133",298002,1,1,"0029800201"
"1134",298002,2,2,"0029800002"
"1135",298002,3,3,"0029800203"
"1136",298003,1,1,"0029800301"
"1137",298003,2,2,"0029800003"
"1138",301000,1,1,"0030100001"
"1139",301000,2,2,"0030100002"
"1140",301000,3,3,"0030100003"
"1141",301000,4,4,"0030100004"
"1142",301000,5,5,"0030100005"
"1143",301000,6,6,"0030100006"
"1144",301000,7,7,"0030100007"
"1145",303000,1,1,"0030300001"
"1146",303000,2,2,"0030300002"
"1147",303000,3,3,"0030300003"
"1148",303000,4,4,"0030300004"
"1149",304000,1,1,"0030400001"
"1150",304000,2,2,"0030400002"
"1151",304000,3,3,"0030400003"
"1152",304000,4,4,"0030400004"
"1153",304000,5,5,"0030400005"
"1154",304000,6,6,"0030400006"
"1155",304000,7,7,"0030400007"
"1156",305000,1,1,"0030500001"
"1157",305000,2,2,"0030500002"
"1158",305000,3,3,"0030500003"
"1159",305000,4,4,"0030500004"
"1160",305000,5,5,"0030500005"
"1161",308000,1,1,"0030800001"
"1162",308000,2,2,"0030800002"
"1163",309000,1,1,"0030900001"
"1164",309000,2,2,"0030900002"
"1165",309000,3,3,"0030900003"
"1166",309000,4,4,"0030900004"
"1167",309000,5,5,"0030900005"
"1168",312000,1,1,"0031200001"
"1169",312000,2,2,"0031200002"
"1170",312000,3,3,"0031200003"
"1171",312000,4,4,"0031200004"
"1172",312000,5,5,"0031200005"
"1173",313000,1,1,"0031300001"
"1174",313000,2,2,"0031300002"
"1175",316000,1,1,"0031600001"
"1176",316000,2,2,"0031600002"
"1177",316000,3,3,"0031600003"
"1178",316000,4,4,"0031600004"
"1179",316000,5,5,"0031600005"
"1180",317000,1,1,"0031700001"
"1181",317000,2,2,"0031700002"
"1182",317000,3,3,"0031700003"
"1183",317000,4,4,"0031700004"
"1184",319000,1,1,"0031900001"
"1185",319000,2,2,"0031900002"
"1186",319000,3,3,"0031900003"
"1187",319000,4,4,"0031900004"
"1188",319000,5,5,"0031900005"
"1189",319000,6,6,"0031900006"
"1190",320000,1,1,"0032000001"
"1191",321000,1,1,"0032100001"
"1192",321000,2,2,"0032100002"
"1193",321000,3,3,"0032100003"
"1194",321000,4,4,"0032100004"
"1195",321000,5,5,"0032100005"
"1196",321000,6,6,"0032100006"
"1197",321000,7,7,"0032100007"
"1198",321000,8,8,"0032100008"
"1199",323000,1,1,"0032300001"
"1200",323000,2,2,"0032300002"
"1201",324000,1,1,"0032400001"
"1202",325000,1,1,"0032500001"
"1203",325000,2,2,"0032500002"
"1204",325000,3,3,"0032500003"
"1205",325000,4,4,"0032500004"
"1206",325000,5,5,"0032500005"
"1207",325000,6,6,"0032500006"
"1208",326000,1,1,"0032600001"
"1209",326000,2,2,"0032600002"
"1210",326000,3,3,"0032600003"
"1211",326000,4,4,"0032600004"
"1212",326000,5,5,"0032600005"
"1213",326000,6,6,"0032600006"
"1214",326000,7,7,"0032600007"
"1215",329000,1,1,"0032900001"
"1216",329000,2,2,"0032900002"
"1217",332000,1,1,"0033200001"
"1218",332000,2,2,"0033200002"
"1219",333000,1,1,"0033300001"
"1220",333000,2,2,"0033300002"
"1221",333000,3,3,"0033300003"
"1222",333000,4,4,"0033300004"
"1223",333000,5,5,"0033300005"
"1224",333000,6,6,"0033300006"
"1225",333000,7,7,"0033300007"
"1226",334000,1,1,"0033400001"
"1227",334000,2,2,"0033400002"
"1228",334000,3,3,"0033400003"
"1229",334000,4,4,"0033400004"
"1230",337000,1,1,"0033700001"
"1231",337000,2,2,"0033700002"
"1232",341000,1,1,"0034100001"
"1233",341000,2,2,"0034100002"
"1234",341000,3,3,"0034100003"
"1235",341000,4,4,"0034100004"
"1236",341000,5,5,"0034100005"
"1237",341000,6,6,"0034100006"
"1238",341000,7,7,"0034100007"
"1239",341000,8,8,"0034100008"
"1240",341000,9,9,"0034100009"
"1241",341000,10,10,"0034100010"
"1242",342000,1,1,"0034200001"
"1243",342000,2,2,"0034200002"
"1244",342000,3,3,"0034200003"
"1245",342000,4,4,"0034200004"
"1246",342000,5,5,"0034200005"
"1247",342000,6,6,"0034200006"
"1248",343000,1,1,"0034300001"
"1249",343000,2,2,"0034300002"
"1250",343000,3,3,"0034300003"
"1251",343000,4,4,"0034300004"
"1252",343000,5,5,"0034300005"
"1253",343000,6,6,"0034300006"
"1254",343000,7,7,"0034300007"
"1255",345000,1,1,"0034500001"
"1256",345000,2,2,"0034500002"
"1257",345000,3,3,"0034500003"
"1258",346000,1,1,"0034600001"
"1259",346000,2,2,"0034600002"
"1260",346000,3,3,"0034600003"
"1261",346000,4,4,"0034600004"
"1262",346000,5,5,""
"1263",346000,6,6,"0034600006"
"1264",346000,7,7,"0034600007"
"1265",346000,8,8,"0034600008"
"1266",346000,9,9,"0034600009"
"1267",346005,1,1,"0034600005"
"1268",347000,1,1,"0034700001"
"1269",347000,2,2,"0034700002"
"1270",347000,3,3,"0034700003"
"1271",347000,4,4,"0034700004"
"1272",347000,5,5,"0034700005"
"1273",348000,1,1,"0034800001"
"1274",348000,2,2,"0034800002"
"1275",348000,3,3,"0034800003"
"1276",348000,4,4,"0034800004"
"1277",348000,5,5,"0034800005"
"1278",348000,6,6,"0034800006"
"1279",348000,7,7,"0034800007"
"1280",348000,8,8,"0034800008"
"1281",348000,9,9,"0034800009"
"1282",349000,1,1,"0034900001"
"1283",349000,2,2,"0034900002"
"1284",349000,3,3,"0034900003"
"1285",349000,4,4,"0034900004"
"1286",349000,5,5,"0034900005"
"1287",350000,1,1,"0035000001"
"1288",350000,2,2,"0035000002"
"1289",350000,3,3,"0035000003"
"1290",350000,4,4,"0035000004"
"1291",350000,5,5,"0035000005"
"1292",350000,6,6,"0035000006"
"1293",350000,7,7,"0035000007"
"1294",350000,8,8,"0035000008"
"1295",350000,9,9,"0035000009"
"1296",351000,1,1,"0035100001"
"1297",351000,2,2,"0035100002"
"1298",351000,3,3,"0035100003"
"1299",352000,1,1,"0035200001"
"1300",352000,2,2,"0035200002"
"1301",352000,3,3,"0035200003"
"1302",352000,4,4,"0035200004"
"1303",352000,5,5,"0035200005"
"1304",352000,6,6,"0035200006"
"1305",352000,7,7,"0035200007"
"1306",354000,1,1,"0035400001"
"1307",354000,2,2,"0035400002"
"1308",354000,3,3,""
"1309",354000,4,4,"0035400004"
"1310",354000,5,5,""
"1311",354000,6,6,"0035400006"
"1312",354000,7,7,"0035400007"
"1313",354000,8,8,"0035400008"
"1314",354000,9,9,"0035400009"
"1315",354003,1,1,"0035400003"
"1316",354003,2,2,"0035400005"
"1317",355000,1,1,"0035500001"
"1318",355000,2,2,"0035500002"
"1319",355000,3,3,""
"1320",355000,4,4,""
"1321",355000,5,5,"0035500005"
"1322",355000,6,6,"0035500006"
"1323",355003,1,1,"0035500003"
"1324",355003,2,2,"0035500004"
"1325",355003,3,3,"0035500303"
"1326",355003,4,4,"0035500304"
"1327",356000,1,1,"0035600001"
"1328",356000,2,2,"0035600002"
"1329",356000,3,3,"0035600003"
"1330",356000,4,4,"0035600004"
"1331",356000,5,5,"0035600005"
"1332",356000,6,6,"0035600006"
"1333",356000,7,7,"0035600007"
"1334",357000,1,1,"0035700001"
"1335",357000,2,2,""
"1336",357000,3,3,""
"1337",357000,4,4,""
"1338",357000,5,5,"0035700005"
"1339",357000,6,6,"0035700006"
"1340",357000,7,7,"0035700007"
"1341",357000,8,8,"0035700008"
"1342",357000,9,9,"0035700009"
"1343",357000,10,10,"0035700010"
"1344",357003,1,1,"0035700003"
"1345",357003,2,2,"0035700002"
"1346",357003,3,3,"0035700303"
"1347",357003,4,4,"0035700304"
"1348",357004,1,1,"0035700004"
"1349",357004,2,2,"0035700402"
"1350",357004,3,3,"0035700403"
"1351",357004,4,4,"0035700404"
"1352",358000,1,1,"0035800001"
"1353",358000,2,2,"0035800002"
"1354",358000,3,3,"0035800003"
"1355",358000,4,4,"0035800004"
"1356",358000,5,5,"0035800005"
"1357",358000,6,6,"0035800006"
"1358",358000,7,7,"0035800007"
"1359",359000,1,1,"0035900001"
"1360",359000,2,2,"0035900002"
"1361",359000,3,3,"0035900003"
"1362",359000,4,4,"0035900004"
"1363",359000,5,5,"0035900005"
"1364",359000,6,6,"0035900006"
"1365",360000,1,1,"0036000001"
"1366",360000,2,2,"0036000002"
"1367",361000,1,1,"0036100001"
"1368",361000,2,2,"0036100002"
"1369",361000,3,3,"0036100003"
"1370",361000,4,4,"0036100004"
"1371",361000,5,5,"0036100005"
"1372",361000,6,6,"0036100006"
"1373",361000,7,7,"0036100007"
"1374",361000,8,8,"0036100008"
"1375",362000,1,1,"0036200001"
"1376",362000,2,2,"0036200002"
"1377",362000,3,3,"0036200003"
"1378",362000,4,4,"0036200004"
"1379",362000,5,5,"0036200005"
"1380",362000,6,6,"0036200006"
"1381",362000,7,7,"0036200007"
"1382",362000,8,8,"0036200008"
"1383",362000,9,9,"0036200009"
"1384",364000,1,1,"0036400001"
"1385",364000,2,2,"0036400002"
"1386",364000,3,3,""
"1387",364000,4,4,""
"1388",364000,5,5,"0036400005"
"1389",364000,6,6,"0036400006"
"1390",364000,7,7,"0036400007"
"1391",364000,8,8,"0036400008"
"1392",364003,1,1,"0036400003"
"1393",364003,2,2,"0036400302"
"1394",364003,3,3,"0036400303"
"1395",364003,4,4,"0036400304"
"1396",364004,1,1,"0036400401"
"1397",364004,2,2,"0036400004"
"1398",364004,3,3,"0036400403"
"1399",365000,1,1,"0036500001"
"1400",365000,2,2,"0036500002"
"1401",365000,3,3,"0036500003"
"1402",365000,4,4,"0036500004"
"1403",365000,5,5,"0036500005"
"1404",365000,6,6,"0036500006"
"1405",365000,7,7,"0036500007"
"1406",366000,1,1,"0036600001"
"1407",366000,2,2,"0036600002"
"1408",366000,3,3,"0036600003"
"1409",366000,4,4,"0036600004"
"1410",366000,5,5,"0036600005"
"1411",366000,6,6,"0036600006"
"1412",366000,7,7,"0036600007"
"1413",366000,8,8,"0036600008"
"1414",366000,9,9,"0036600009"
"1415",367000,1,1,"0036700001"
"1416",367000,2,2,"0036700002"
"1417",367000,3,3,"0036700003"
"1418",367000,4,4,"0036700004"
"1419",367000,5,5,"0036700005"
"1420",367000,6,6,"0036700006"
"1421",368000,1,1,"0036800001"
"1422",368000,2,2,"0036800002"
"1423",368000,3,3,"0036800003"
"1424",368000,4,4,""
"1425",368000,5,5,"0036800005"
"1426",368000,6,6,""
"1427",368000,7,7,""
"1428",368000,8,8,""
"1429",368000,9,9,""
"1430",368000,10,10,"0036800010"
"1431",368004,1,1,"0036800401"
"1432",368004,2,2,"0036800402"
"1433",368004,3,3,"0036800403"
"1434",368004,4,4,"0036800404"
"1435",368004,5,5,"0036800405"
"1436",368004,6,6,"0036800406"
"1437",368004,7,7,"0036800407"
"1438",368004,8,8,"0036800004"
"1439",368006,1,1,"0036800006"
"1440",368006,2,2,"0036800007"
"1441",368006,3,3,"0036800008"
"1442",368006,4,4,"0036800009"
"1443",368006,5,5,"0036800605"
"1444",370000,1,1,"0037000001"
"1445",370000,2,2,"0037000002"
"1446",370000,3,3,"0037000003"
"1447",370000,4,4,""
"1448",370000,5,5,""
"1449",370000,6,6,""
"1450",370000,7,7,"0037000007"
"1451",370000,8,8,"0037000008"
"1452",370000,9,9,"0037000009"
"1453",370000,10,10,"0037000010"
"1454",370004,1,1,"0037000004"
"1455",370004,2,2,"0037000402"
"1456",370004,3,3,"0037000403"
"1457",370004,4,4,"0037000404"
"1458",370005,1,1,"0037000501"
"1459",370005,2,2,"0037000005"
"1460",370005,3,3,"0037000006"
"1461",370005,4,4,"0037000504"
"1462",371000,1,1,"0037100001"
"1463",371000,2,2,"0037100002"
"1464",371000,3,3,"0037100003"
"1465",371000,4,4,"0037100004"
"1466",371000,5,5,"0037100005"
"1467",371000,6,6,"0037100006"
"1468",371000,7,7,"0037100007"
"1469",371000,8,8,"0037100008"
"1470",371000,9,9,"0037100009"
"1471",371000,10,10,"0037100010"
"1472",372000,1,1,"0037200001"
"1473",372000,2,2,"0037200002"
"1474",372000,3,3,"0037200003"
"1475",372000,4,4,""
"1476",372000,5,5,"0037200005"
"1477",372000,6,6,"0037200006"
"1478",372000,7,7,"0037200007"
"1479",372004,1,1,"0037200004"
"1480",373000,1,1,""
"1481",373000,2,2,"0037300002"
"1482",373000,3,3,"0037300003"
"1483",373000,4,4,"0037300004"
"1484",373000,5,5,"0037300005"
"1485",373000,6,6,"0037300006"
"1486",373000,7,7,"0037300007"
"1487",373001,1,1,"0037300001"
"1488",373001,2,2,"0037300102"
"1489",373001,3,3,"0037300103"
"1490",375000,1,1,"0037500001"
"1491",375000,2,2,"0037500002"
"1492",375000,3,3,"0037500003"
"1493",375000,4,4,"0037500004"
"1494",375000,5,5,"0037500005"
"1495",375000,6,6,"0037500006"
"1496",377000,1,1,"0037700001"
"1497",377000,2,2,"0037700002"
"1498",377000,3,3,"0037700003"
"1499",377000,4,4,"0037700004"
"1500",377000,5,5,"0037700005"
"1501",377000,6,6,"0037700006"
"1502",377000,7,7,"0037700007"
"1503",377000,8,8,"0037700008"
"1504",379000,1,1,"0037900001"
"1505",379000,2,2,"0037900002"
"1506",380000,1,1,"0038000001"
"1507",380000,2,2,"0038000002"
"1508",380000,3,3,"0038000003"
"1509",381000,1,1,"0038100001"
"1510",381000,2,2,"0038100002"
"1511",383000,1,1,"0038300001"
"1512",383000,2,2,"0038300002"
"1513",383000,3,3,"0038300003"
"1514",383000,4,4,"0038300004"
"1515",384000,1,1,"0038400001"
"1516",384000,2,2,"0038400002"
"1517",384000,3,3,"0038400003"
"1518",385000,1,1,"0038500001"
"1519",385000,2,2,"0038500002"
"1520",385000,3,3,"0038500003"
"1521",385000,4,4,"0038500004"
