Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:44:53 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
07 Chiapas,002 Acala,315    Fabricación de prendas de vestir ,6,2,4,
07 Chiapas,002 Acala,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,3,3,0,
07 Chiapas,002 Acala,321    Industria de la madera ,2,2,0,
07 Chiapas,002 Acala,322    Industria del papel ,1,0,1,
07 Chiapas,002 Acala,327    Fabricación de productos a base de minerales no metálicos ,28,28,0,
07 Chiapas,002 Acala,332    Fabricación de productos metálicos ,25,25,0,
07 Chiapas,002 Acala,337    Fabricación de muebles colchones y persianas ,12,12,0,
07 Chiapas,002 Acala,339    Otras industrias manufactureras ,14,12,2,
11 Guanajuato,002 Acámbaro,311    Industria alimentaria ,682,372,310,
11 Guanajuato,002 Acámbaro,312    Industria de las bebidas y del tabaco ,41,33,8,
11 Guanajuato,002 Acámbaro,314    Fabricación de productos textiles excepto prendas de vestir ,266,64,202,
11 Guanajuato,002 Acámbaro,315    Fabricación de prendas de vestir ,71,23,48,
11 Guanajuato,002 Acámbaro,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,2,1,1,
11 Guanajuato,002 Acámbaro,321    Industria de la madera ,31,30,1,
11 Guanajuato,002 Acámbaro,323    Impresión e industrias conexas ,56,39,17,
11 Guanajuato,002 Acámbaro,325    Industria química ,1,0,1,
11 Guanajuato,002 Acámbaro,327    Fabricación de productos a base de minerales no metálicos ,131,119,12,
11 Guanajuato,002 Acámbaro,332    Fabricación de productos metálicos ,152,145,7,
11 Guanajuato,002 Acámbaro,333    Fabricación de maquinaria y equipo ,25,24,1,
11 Guanajuato,002 Acámbaro,337    Fabricación de muebles colchones y persianas ,44,44,0,
11 Guanajuato,002 Acámbaro,339    Otras industrias manufactureras ,11,8,3,
31 Yucatán,002 Acanceh,311    Industria alimentaria ,87,40,47,
31 Yucatán,002 Acanceh,312    Industria de las bebidas y del tabaco ,2,1,1,
31 Yucatán,002 Acanceh,314    Fabricación de productos textiles excepto prendas de vestir ,49,7,42,
31 Yucatán,002 Acanceh,315    Fabricación de prendas de vestir ,1433,918,515,
31 Yucatán,002 Acanceh,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,3,1,2,
31 Yucatán,002 Acanceh,321    Industria de la madera ,5,5,0,
31 Yucatán,002 Acanceh,322    Industria del papel ,12,10,2,
31 Yucatán,002 Acanceh,332    Fabricación de productos metálicos ,31,31,0,
31 Yucatán,002 Acanceh,339    Otras industrias manufactureras ,5,1,4,
21 Puebla,002 Acateno,311    Industria alimentaria ,38,16,22,
21 Puebla,002 Acateno,312    Industria de las bebidas y del tabaco ,3,2,1,
21 Puebla,002 Acateno,315    Fabricación de prendas de vestir ,18,9,9,
21 Puebla,002 Acateno,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,3,2,1,
21 Puebla,002 Acateno,321    Industria de la madera ,1,1,0,
21 Puebla,002 Acateno,332    Fabricación de productos metálicos ,6,6,0,
21 Puebla,002 Acateno,337    Fabricación de muebles colchones y persianas ,8,7,1,
30 Veracruz de ignacio de la llave,002 Acatlán,311    Industria alimentaria ,28,11,17,
30 Veracruz de ignacio de la llave,002 Acatlán,314    Fabricación de productos textiles excepto prendas de vestir ,4,0,4,
30 Veracruz de ignacio de la llave,002 Acatlán,315    Fabricación de prendas de vestir ,30,17,13,
30 Veracruz de ignacio de la llave,002 Acatlán,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,165,145,20,
30 Veracruz de ignacio de la llave,002 Acatlán,332    Fabricación de productos metálicos ,7,7,0,
30 Veracruz de ignacio de la llave,002 Acatlán,337    Fabricación de muebles colchones y persianas ,12,12,0,
14 Jalisco,002 Acatlán de juárez,311    Industria alimentaria ,351,286,65,
14 Jalisco,002 Acatlán de juárez,312    Industria de las bebidas y del tabaco ,40,30,10,
14 Jalisco,002 Acatlán de juárez,315    Fabricación de prendas de vestir ,18,5,13,
14 Jalisco,002 Acatlán de juárez,321    Industria de la madera ,13,12,1,
14 Jalisco,002 Acatlán de juárez,327    Fabricación de productos a base de minerales no metálicos ,6,6,0,
14 Jalisco,002 Acatlán de juárez,332    Fabricación de productos metálicos ,151,126,25,
14 Jalisco,002 Acatlán de juárez,337    Fabricación de muebles colchones y persianas ,3,3,0,
20 Oaxaca,002 Acatlán de pérez figueroa,311    Industria alimentaria ,742,630,112,
20 Oaxaca,002 Acatlán de pérez figueroa,312    Industria de las bebidas y del tabaco ,13,10,3,
20 Oaxaca,002 Acatlán de pérez figueroa,315    Fabricación de prendas de vestir ,12,3,9,
20 Oaxaca,002 Acatlán de pérez figueroa,321    Industria de la madera ,9,8,1,
20 Oaxaca,002 Acatlán de pérez figueroa,323    Impresión e industrias conexas ,2,1,1,
20 Oaxaca,002 Acatlán de pérez figueroa,325    Industria química ,2,2,0,
20 Oaxaca,002 Acatlán de pérez figueroa,332    Fabricación de productos metálicos ,44,41,3,
20 Oaxaca,002 Acatlán de pérez figueroa,337    Fabricación de muebles colchones y persianas ,18,18,0,
20 Oaxaca,002 Acatlán de pérez figueroa,339    Otras industrias manufactureras ,2,1,1,
13 Hidalgo,002 Acaxochitlán,311    Industria alimentaria ,70,42,28,
13 Hidalgo,002 Acaxochitlán,312    Industria de las bebidas y del tabaco ,10,8,2,
13 Hidalgo,002 Acaxochitlán,313    Fabricación de insumos textiles y acabado de textiles ,112,75,37,
13 Hidalgo,002 Acaxochitlán,315    Fabricación de prendas de vestir ,12,2,10,
13 Hidalgo,002 Acaxochitlán,321    Industria de la madera ,13,13,0,
13 Hidalgo,002 Acaxochitlán,323    Impresión e industrias conexas ,1,0,1,
13 Hidalgo,002 Acaxochitlán,332    Fabricación de productos metálicos ,11,11,0,
13 Hidalgo,002 Acaxochitlán,337    Fabricación de muebles colchones y persianas ,18,18,0,
13 Hidalgo,002 Acaxochitlán,339    Otras industrias manufactureras ,3,2,1,
15 México,002 Acolman,311    Industria alimentaria ,534,344,190,
15 México,002 Acolman,312    Industria de las bebidas y del tabaco ,44,31,13,
15 México,002 Acolman,313    Fabricación de insumos textiles y acabado de textiles ,6,3,3,
15 México,002 Acolman,314    Fabricación de productos textiles excepto prendas de vestir ,107,76,31,
15 México,002 Acolman,315    Fabricación de prendas de vestir ,969,472,497,
15 México,002 Acolman,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,7,4,3,
15 México,002 Acolman,321    Industria de la madera ,46,43,3,
15 México,002 Acolman,322    Industria del papel ,16,9,7,
15 México,002 Acolman,323    Impresión e industrias conexas ,33,21,12,
15 México,002 Acolman,325    Industria química ,816,648,168,
15 México,002 Acolman,326    Industria del plástico y del hule ,23,20,3,
15 México,002 Acolman,327    Fabricación de productos a base de minerales no metálicos ,30,29,1,
15 México,002 Acolman,331    Industrias metálicas básicas ,14,12,2,
15 México,002 Acolman,332    Fabricación de productos metálicos ,258,238,20,
15 México,002 Acolman,333    Fabricación de maquinaria y equipo ,24,22,2,
15 México,002 Acolman,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,58,48,10,
15 México,002 Acolman,336    Fabricación de equipo de transporte ,61,56,5,
15 México,002 Acolman,337    Fabricación de muebles colchones y persianas ,120,98,22,
15 México,002 Acolman,339    Otras industrias manufactureras ,133,73,60,
05 Coahuila de zaragoza,002 Acuña,311    Industria alimentaria ,460,347,113,
05 Coahuila de zaragoza,002 Acuña,312    Industria de las bebidas y del tabaco ,98,83,15,
05 Coahuila de zaragoza,002 Acuña,313    Fabricación de insumos textiles y acabado de textiles ,260,235,25,
05 Coahuila de zaragoza,002 Acuña,314    Fabricación de productos textiles excepto prendas de vestir ,30,16,14,
05 Coahuila de zaragoza,002 Acuña,315    Fabricación de prendas de vestir ,151,69,82,
05 Coahuila de zaragoza,002 Acuña,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,435,120,315,
05 Coahuila de zaragoza,002 Acuña,321    Industria de la madera ,46,44,2,
05 Coahuila de zaragoza,002 Acuña,322    Industria del papel ,71,45,26,
05 Coahuila de zaragoza,002 Acuña,323    Impresión e industrias conexas ,32,27,5,
05 Coahuila de zaragoza,002 Acuña,325    Industria química ,1,0,1,
05 Coahuila de zaragoza,002 Acuña,326    Industria del plástico y del hule ,522,468,54,
05 Coahuila de zaragoza,002 Acuña,327    Fabricación de productos a base de minerales no metálicos ,133,122,11,
05 Coahuila de zaragoza,002 Acuña,331    Industrias metálicas básicas ,9,6,3,
05 Coahuila de zaragoza,002 Acuña,332    Fabricación de productos metálicos ,1105,802,303,
05 Coahuila de zaragoza,002 Acuña,333    Fabricación de maquinaria y equipo ,480,450,30,
05 Coahuila de zaragoza,002 Acuña,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,1464,843,621,
05 Coahuila de zaragoza,002 Acuña,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,2721,1532,1189,
05 Coahuila de zaragoza,002 Acuña,336    Fabricación de equipo de transporte ,7299,4527,2772,
05 Coahuila de zaragoza,002 Acuña,337    Fabricación de muebles colchones y persianas ,405,381,24,
05 Coahuila de zaragoza,002 Acuña,339    Otras industrias manufactureras ,836,453,383,
26 Sonora,002 Agua prieta,311    Industria alimentaria ,317,185,132,
26 Sonora,002 Agua prieta,312    Industria de las bebidas y del tabaco ,48,39,9,
26 Sonora,002 Agua prieta,313    Fabricación de insumos textiles y acabado de textiles ,13,13,0,
26 Sonora,002 Agua prieta,314    Fabricación de productos textiles excepto prendas de vestir ,3,1,2,
26 Sonora,002 Agua prieta,315    Fabricación de prendas de vestir ,41,12,29,
26 Sonora,002 Agua prieta,321    Industria de la madera ,20,18,2,
26 Sonora,002 Agua prieta,322    Industria del papel ,2,1,1,
26 Sonora,002 Agua prieta,323    Impresión e industrias conexas ,44,29,15,
26 Sonora,002 Agua prieta,326    Industria del plástico y del hule ,577,243,334,
26 Sonora,002 Agua prieta,327    Fabricación de productos a base de minerales no metálicos ,156,148,8,
26 Sonora,002 Agua prieta,332    Fabricación de productos metálicos ,123,110,13,
26 Sonora,002 Agua prieta,334    Fabricación de equipo de computación comunicación medición y de otros equipos componentes y accesorios electrónicos ,688,280,408,
26 Sonora,002 Agua prieta,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,247,189,58,
26 Sonora,002 Agua prieta,336    Fabricación de equipo de transporte ,3335,1733,1602,
26 Sonora,002 Agua prieta,337    Fabricación de muebles colchones y persianas ,1681,1024,657,
26 Sonora,002 Agua prieta,339    Otras industrias manufactureras ,425,169,256,
19 Nuevo león,002 Agualeguas,311    Industria alimentaria ,19,8,11,
19 Nuevo león,002 Agualeguas,312    Industria de las bebidas y del tabaco ,2,2,0,
19 Nuevo león,002 Agualeguas,332    Fabricación de productos metálicos ,4,4,0,
19 Nuevo león,002 Agualeguas,335    Fabricación de accesorios aparatos eléctricos y equipo de generación de energía eléctrica ,45,22,23,
16 Michoacán de ocampo,002 Aguililla,311    Industria alimentaria ,86,34,52,
16 Michoacán de ocampo,002 Aguililla,312    Industria de las bebidas y del tabaco ,9,4,5,
16 Michoacán de ocampo,002 Aguililla,315    Fabricación de prendas de vestir ,12,0,12,
16 Michoacán de ocampo,002 Aguililla,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,3,3,0,
16 Michoacán de ocampo,002 Aguililla,321    Industria de la madera ,154,143,11,
16 Michoacán de ocampo,002 Aguililla,332    Fabricación de productos metálicos ,15,10,5,
16 Michoacán de ocampo,002 Aguililla,337    Fabricación de muebles colchones y persianas ,25,24,1,
18 Nayarit,002 Ahuacatlán,311    Industria alimentaria ,161,100,61,
18 Nayarit,002 Ahuacatlán,312    Industria de las bebidas y del tabaco ,8,8,0,
18 Nayarit,002 Ahuacatlán,314    Fabricación de productos textiles excepto prendas de vestir ,3,1,2,
18 Nayarit,002 Ahuacatlán,315    Fabricación de prendas de vestir ,2,0,2,
18 Nayarit,002 Ahuacatlán,321    Industria de la madera ,3,3,0,
18 Nayarit,002 Ahuacatlán,323    Impresión e industrias conexas ,7,5,2,
18 Nayarit,002 Ahuacatlán,327    Fabricación de productos a base de minerales no metálicos ,14,14,0,
18 Nayarit,002 Ahuacatlán,332    Fabricación de productos metálicos ,19,19,0,
18 Nayarit,002 Ahuacatlán,333    Fabricación de maquinaria y equipo ,6,5,1,
18 Nayarit,002 Ahuacatlán,337    Fabricación de muebles colchones y persianas ,6,4,2,
18 Nayarit,002 Ahuacatlán,339    Otras industrias manufactureras ,1,0,1,
12 Guerrero,002 Ahuacuotzingo,311    Industria alimentaria ,30,8,22,
12 Guerrero,002 Ahuacuotzingo,314    Fabricación de productos textiles excepto prendas de vestir ,13,2,11,
12 Guerrero,002 Ahuacuotzingo,322    Industria del papel ,2,1,1,
12 Guerrero,002 Ahuacuotzingo,325    Industria química ,1,0,1,
12 Guerrero,002 Ahuacuotzingo,327    Fabricación de productos a base de minerales no metálicos ,2,1,1,
12 Guerrero,002 Ahuacuotzingo,332    Fabricación de productos metálicos ,7,7,0,
12 Guerrero,002 Ahuacuotzingo,337    Fabricación de muebles colchones y persianas ,12,8,4,
24 San luis potosí,002 Alaquines,311    Industria alimentaria ,9,5,4,
24 San luis potosí,002 Alaquines,332    Fabricación de productos metálicos ,1,1,0,
28 Tamaulipas,002 Aldama,311    Industria alimentaria ,187,137,50,
08 Chihuahua,002 Aldama,311    Industria alimentaria ,64,24,40,
28 Tamaulipas,002 Aldama,312    Industria de las bebidas y del tabaco ,11,8,3,
08 Chihuahua,002 Aldama,312    Industria de las bebidas y del tabaco ,13,12,1,
28 Tamaulipas,002 Aldama,315    Fabricación de prendas de vestir ,1,1,0,
08 Chihuahua,002 Aldama,315    Fabricación de prendas de vestir ,621,263,358,
08 Chihuahua,002 Aldama,316    Curtido y acabado de cuero y piel y fabricación de productos de cuero piel y materiales sucedáneos ,28,25,3,
28 Tamaulipas,002 Aldama,321    Industria de la madera ,2,2,0,
28 Tamaulipas,002 Aldama,322    Industria del papel ,1,0,1,
28 Tamaulipas,002 Aldama,323    Impresión e industrias conexas ,7,5,2,
08 Chihuahua,002 Aldama,323    Impresión e industrias conexas ,1,1,0,
28 Tamaulipas,002 Aldama,327    Fabricación de productos a base de minerales no metálicos ,4,4,0,
08 Chihuahua,002 Aldama,327    Fabricación de productos a base de minerales no metálicos ,17,17,0,
28 Tamaulipas,002 Aldama,332    Fabricación de productos metálicos ,48,45,3,
08 Chihuahua,002 Aldama,332    Fabricación de productos metálicos ,382,371,11,
28 Tamaulipas,002 Aldama,337    Fabricación de muebles colchones y persianas ,6,6,0,
08 Chihuahua,002 Aldama,337    Fabricación de muebles colchones y persianas ,16,12,4,
28 Tamaulipas,002 Aldama,339    Otras industrias manufactureras ,3,2,1,
25 Sinaloa,002 Angostura,311    Industria alimentaria ,194,76,118,
25 Sinaloa,002 Angostura,312    Industria de las bebidas y del tabaco ,39,29,10,
25 Sinaloa,002 Angostura,315    Fabricación de prendas de vestir ,5,0,5,
25 Sinaloa,002 Angostura,321    Industria de la madera ,9,9,0,
25 Sinaloa,002 Angostura,322    Industria del papel ,3,0,3,
25 Sinaloa,002 Angostura,323    Impresión e industrias conexas ,4,2,2,
25 Sinaloa,002 Angostura,327    Fabricación de productos a base de minerales no metálicos ,9,9,0,
25 Sinaloa,002 Angostura,332    Fabricación de productos metálicos ,52,52,0,
25 Sinaloa,002 Angostura,336    Fabricación de equipo de transporte ,33,33,0,
25 Sinaloa,002 Angostura,337    Fabricación de muebles colchones y persianas ,8,6,2,
25 Sinaloa,002 Angostura,339    Otras industrias manufactureras ,2,2,0,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,311    Industria alimentaria ,52,20,32,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,312    Industria de las bebidas y del tabaco ,1,1,0,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,313    Fabricación de insumos textiles y acabado de textiles ,294,288,6,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,314    Fabricación de productos textiles excepto prendas de vestir ,28,22,6,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,315    Fabricación de prendas de vestir ,229,58,171,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,321    Industria de la madera ,4,3,1,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,323    Impresión e industrias conexas ,7,4,3,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,325    Industria química ,5,4,1,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,326    Industria del plástico y del hule ,40,18,22,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,327    Fabricación de productos a base de minerales no metálicos ,8,8,0,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,332    Fabricación de productos metálicos ,22,20,2,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,333    Fabricación de maquinaria y equipo ,1,1,0,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,336    Fabricación de equipo de transporte ,3,2,1,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,337    Fabricación de muebles colchones y persianas ,15,11,4,
29 Tlaxcala,002 Apetatitlán de antonio carvajal,339    Otras industrias manufactureras ,41,18,23,
32 Zacatecas,002 Apulco,311    Industria alimentaria ,3,1,2,
32 Zacatecas,002 Apulco,312    Industria de las bebidas y del tabaco ,10,9,1,
32 Zacatecas,002 Apulco,315    Fabricación de prendas de vestir ,12,0,12,
32 Zacatecas,002 Apulco,327    Fabricación de productos a base de minerales no metálicos ,1,1,0,
32 Zacatecas,002 Apulco,332    Fabricación de productos metálicos ,5,5,0,
01 Aguascalientes,002 Asientos,311    Industria alimentaria ,63,45,18,
01 Aguascalientes,002 Asientos,312    Industria de las bebidas y del tabaco ,4,4,0,
01 Aguascalientes,002 Asientos,321    Industria de la madera ,12,12,0,
01 Aguascalientes,002 Asientos,323    Impresión e industrias conexas ,1,1,0,
01 Aguascalientes,002 Asientos,327    Fabricación de productos a base de minerales no metálicos ,8,5,3,
01 Aguascalientes,002 Asientos,332    Fabricación de productos metálicos ,22,20,2,
