Instituto Nacional de Estadística y Geografía,,,,,,
INEGI. Censos Económicos 2009. Resultados definitivos,,,,,,
Fecha de consulta: 26/08/2021 04:43:00 a. m.,,,,,,
,,,,,,
Entidad,Municipio,Actividad Económica,H001A Personal ocupado total,"H001B Personal ocupado total, hombres","H001C Personal ocupado total, mujeres",
21 Puebla,110 Palmar de bravo,54     Servicios profesionales científicos y técnicos ,19,9,10,
21 Puebla,110 Palmar de bravo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,30,14,16,
21 Puebla,110 Palmar de bravo,61     Servicios educativos ,1,1,0,
21 Puebla,110 Palmar de bravo,62     Servicios de salud y de asistencia social ,16,7,9,
21 Puebla,110 Palmar de bravo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,34,23,11,
21 Puebla,110 Palmar de bravo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,154,53,101,
21 Puebla,110 Palmar de bravo,81     Otros servicios excepto actividades gubernamentales ,139,95,44,
20 Oaxaca,110 San antonio sinicahua,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,3,3,0,
20 Oaxaca,110 San antonio sinicahua,31  - 33 industrias manufactureras ,1,0,1,
20 Oaxaca,110 San antonio sinicahua,46     Comercio al por menor ,1,1,0,
20 Oaxaca,110 San antonio sinicahua,62     Servicios de salud y de asistencia social ,3,3,0,
20 Oaxaca,110 San antonio sinicahua,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,3,1,2,
20 Oaxaca,110 San antonio sinicahua,81     Otros servicios excepto actividades gubernamentales ,2,2,0,
07 Chiapas,110 San lucas,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,8,8,0,
07 Chiapas,110 San lucas,31  - 33 industrias manufactureras ,32,12,20,
07 Chiapas,110 San lucas,43     Comercio al por mayor ,5,2,3,
07 Chiapas,110 San lucas,46     Comercio al por menor ,104,22,82,
07 Chiapas,110 San lucas,48  - 49 transportes correos y almacenamiento ,3,3,0,
07 Chiapas,110 San lucas,51     Información en medios masivos ,1,1,0,
07 Chiapas,110 San lucas,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,46,9,37,
07 Chiapas,110 San lucas,81     Otros servicios excepto actividades gubernamentales ,11,9,2,
14 Jalisco,110 Unión de tula,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,116,100,16,
14 Jalisco,110 Unión de tula,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,8,7,1,
14 Jalisco,110 Unión de tula,31  - 33 industrias manufactureras ,160,123,37,
14 Jalisco,110 Unión de tula,43     Comercio al por mayor ,106,72,34,
14 Jalisco,110 Unión de tula,46     Comercio al por menor ,663,292,371,
14 Jalisco,110 Unión de tula,51     Información en medios masivos ,4,1,3,
14 Jalisco,110 Unión de tula,52     Servicios financieros y de seguros ,25,8,17,
14 Jalisco,110 Unión de tula,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,12,6,6,
14 Jalisco,110 Unión de tula,54     Servicios profesionales científicos y técnicos ,32,20,12,
14 Jalisco,110 Unión de tula,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,31,9,22,
14 Jalisco,110 Unión de tula,61     Servicios educativos ,28,9,19,
14 Jalisco,110 Unión de tula,62     Servicios de salud y de asistencia social ,41,22,19,
14 Jalisco,110 Unión de tula,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,14,11,3,
14 Jalisco,110 Unión de tula,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,242,114,128,
14 Jalisco,110 Unión de tula,81     Otros servicios excepto actividades gubernamentales ,179,139,40,
15 México,110 Valle de bravo,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,93,56,37,
15 México,110 Valle de bravo,21     Minería ,6,6,0,
15 México,110 Valle de bravo,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,108,90,18,
15 México,110 Valle de bravo,23     Construcción ,175,166,9,
15 México,110 Valle de bravo,31  - 33 industrias manufactureras ,611,434,177,
15 México,110 Valle de bravo,43     Comercio al por mayor ,542,415,127,
15 México,110 Valle de bravo,46     Comercio al por menor ,2453,1073,1380,
15 México,110 Valle de bravo,48  - 49 transportes correos y almacenamiento ,91,75,16,
15 México,110 Valle de bravo,51     Información en medios masivos ,33,23,10,
15 México,110 Valle de bravo,52     Servicios financieros y de seguros ,37,11,26,
15 México,110 Valle de bravo,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,169,123,46,
15 México,110 Valle de bravo,54     Servicios profesionales científicos y técnicos ,107,63,44,
15 México,110 Valle de bravo,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,186,98,88,
15 México,110 Valle de bravo,61     Servicios educativos ,207,86,121,
15 México,110 Valle de bravo,62     Servicios de salud y de asistencia social ,228,117,111,
15 México,110 Valle de bravo,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,240,169,71,
15 México,110 Valle de bravo,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,1494,737,757,
15 México,110 Valle de bravo,81     Otros servicios excepto actividades gubernamentales ,568,431,137,
16 Michoacán de ocampo,110 Zinapécuaro,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,274,273,1,
16 Michoacán de ocampo,110 Zinapécuaro,21     Minería ,21,21,0,
16 Michoacán de ocampo,110 Zinapécuaro,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,43,39,4,
16 Michoacán de ocampo,110 Zinapécuaro,23     Construcción ,1,0,1,
16 Michoacán de ocampo,110 Zinapécuaro,31  - 33 industrias manufactureras ,525,397,128,
16 Michoacán de ocampo,110 Zinapécuaro,43     Comercio al por mayor ,73,57,16,
16 Michoacán de ocampo,110 Zinapécuaro,46     Comercio al por menor ,1601,682,919,
16 Michoacán de ocampo,110 Zinapécuaro,48  - 49 transportes correos y almacenamiento ,108,105,3,
16 Michoacán de ocampo,110 Zinapécuaro,51     Información en medios masivos ,12,8,4,
16 Michoacán de ocampo,110 Zinapécuaro,52     Servicios financieros y de seguros ,34,17,17,
16 Michoacán de ocampo,110 Zinapécuaro,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,38,25,13,
16 Michoacán de ocampo,110 Zinapécuaro,54     Servicios profesionales científicos y técnicos ,55,27,28,
16 Michoacán de ocampo,110 Zinapécuaro,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,50,24,26,
16 Michoacán de ocampo,110 Zinapécuaro,61     Servicios educativos ,40,16,24,
16 Michoacán de ocampo,110 Zinapécuaro,62     Servicios de salud y de asistencia social ,126,56,70,
16 Michoacán de ocampo,110 Zinapécuaro,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,21,17,4,
16 Michoacán de ocampo,110 Zinapécuaro,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,403,164,239,
16 Michoacán de ocampo,110 Zinapécuaro,81     Otros servicios excepto actividades gubernamentales ,314,231,83,
30 Veracruz de ignacio de la llave,111 Moloacán,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,33,30,3,
30 Veracruz de ignacio de la llave,111 Moloacán,31  - 33 industrias manufactureras ,139,89,50,
30 Veracruz de ignacio de la llave,111 Moloacán,43     Comercio al por mayor ,43,25,18,
30 Veracruz de ignacio de la llave,111 Moloacán,46     Comercio al por menor ,563,247,316,
30 Veracruz de ignacio de la llave,111 Moloacán,51     Información en medios masivos ,3,2,1,
30 Veracruz de ignacio de la llave,111 Moloacán,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,5,3,2,
30 Veracruz de ignacio de la llave,111 Moloacán,54     Servicios profesionales científicos y técnicos ,4,3,1,
30 Veracruz de ignacio de la llave,111 Moloacán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,18,7,11,
30 Veracruz de ignacio de la llave,111 Moloacán,61     Servicios educativos ,10,7,3,
30 Veracruz de ignacio de la llave,111 Moloacán,62     Servicios de salud y de asistencia social ,10,5,5,
30 Veracruz de ignacio de la llave,111 Moloacán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,2,0,
30 Veracruz de ignacio de la llave,111 Moloacán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,158,34,124,
30 Veracruz de ignacio de la llave,111 Moloacán,81     Otros servicios excepto actividades gubernamentales ,95,78,17,
21 Puebla,111 Pantepec,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,6,6,0,
21 Puebla,111 Pantepec,31  - 33 industrias manufactureras ,86,45,41,
21 Puebla,111 Pantepec,43     Comercio al por mayor ,22,16,6,
21 Puebla,111 Pantepec,46     Comercio al por menor ,257,108,149,
21 Puebla,111 Pantepec,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,2,2,0,
21 Puebla,111 Pantepec,54     Servicios profesionales científicos y técnicos ,7,5,2,
21 Puebla,111 Pantepec,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,11,3,8,
21 Puebla,111 Pantepec,61     Servicios educativos ,10,7,3,
21 Puebla,111 Pantepec,62     Servicios de salud y de asistencia social ,11,7,4,
21 Puebla,111 Pantepec,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,1,1,0,
21 Puebla,111 Pantepec,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,64,30,34,
21 Puebla,111 Pantepec,81     Otros servicios excepto actividades gubernamentales ,33,25,8,
20 Oaxaca,111 San antonio tepetlapa,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,1,1,0,
20 Oaxaca,111 San antonio tepetlapa,31  - 33 industrias manufactureras ,14,6,8,
20 Oaxaca,111 San antonio tepetlapa,46     Comercio al por menor ,77,22,55,
20 Oaxaca,111 San antonio tepetlapa,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,6,5,1,
20 Oaxaca,111 San antonio tepetlapa,62     Servicios de salud y de asistencia social ,3,3,0,
20 Oaxaca,111 San antonio tepetlapa,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,7,1,6,
20 Oaxaca,111 San antonio tepetlapa,81     Otros servicios excepto actividades gubernamentales ,1,1,0,
14 Jalisco,111 Valle de guadalupe,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,16,16,0,
14 Jalisco,111 Valle de guadalupe,21     Minería ,11,11,0,
14 Jalisco,111 Valle de guadalupe,31  - 33 industrias manufactureras ,175,64,111,
14 Jalisco,111 Valle de guadalupe,43     Comercio al por mayor ,17,15,2,
14 Jalisco,111 Valle de guadalupe,46     Comercio al por menor ,269,101,168,
14 Jalisco,111 Valle de guadalupe,51     Información en medios masivos ,4,3,1,
14 Jalisco,111 Valle de guadalupe,52     Servicios financieros y de seguros ,29,9,20,
14 Jalisco,111 Valle de guadalupe,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,20,10,10,
14 Jalisco,111 Valle de guadalupe,54     Servicios profesionales científicos y técnicos ,2,1,1,
14 Jalisco,111 Valle de guadalupe,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,9,2,7,
14 Jalisco,111 Valle de guadalupe,61     Servicios educativos ,13,6,7,
14 Jalisco,111 Valle de guadalupe,62     Servicios de salud y de asistencia social ,24,13,11,
14 Jalisco,111 Valle de guadalupe,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,16,13,3,
14 Jalisco,111 Valle de guadalupe,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,79,31,48,
14 Jalisco,111 Valle de guadalupe,81     Otros servicios excepto actividades gubernamentales ,46,31,15,
15 México,111 Villa de allende,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,6,5,1,
15 México,111 Villa de allende,23     Construcción ,62,61,1,
15 México,111 Villa de allende,31  - 33 industrias manufactureras ,92,51,41,
15 México,111 Villa de allende,43     Comercio al por mayor ,27,20,7,
15 México,111 Villa de allende,46     Comercio al por menor ,353,188,165,
15 México,111 Villa de allende,48  - 49 transportes correos y almacenamiento ,36,36,0,
15 México,111 Villa de allende,51     Información en medios masivos ,3,1,2,
15 México,111 Villa de allende,53     Servicios inmobiliarios y de alquiler de bienes muebles e intangibles ,8,7,1,
15 México,111 Villa de allende,54     Servicios profesionales científicos y técnicos ,5,2,3,
15 México,111 Villa de allende,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,15,11,4,
15 México,111 Villa de allende,62     Servicios de salud y de asistencia social ,9,6,3,
15 México,111 Villa de allende,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,2,2,0,
15 México,111 Villa de allende,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,118,66,52,
15 México,111 Villa de allende,81     Otros servicios excepto actividades gubernamentales ,50,39,11,
07 Chiapas,111 Zinacantán,31  - 33 industrias manufactureras ,263,33,230,
07 Chiapas,111 Zinacantán,43     Comercio al por mayor ,3,2,1,
07 Chiapas,111 Zinacantán,46     Comercio al por menor ,328,115,213,
07 Chiapas,111 Zinacantán,54     Servicios profesionales científicos y técnicos ,2,0,2,
07 Chiapas,111 Zinacantán,56     Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación ,4,3,1,
07 Chiapas,111 Zinacantán,62     Servicios de salud y de asistencia social ,4,1,3,
07 Chiapas,111 Zinacantán,71     Servicios de esparcimiento culturales y deportivos y otros servicios recreativos ,3,2,1,
07 Chiapas,111 Zinacantán,72     Servicios de alojamiento temporal y de preparación de alimentos y bebidas ,31,10,21,
07 Chiapas,111 Zinacantán,81     Otros servicios excepto actividades gubernamentales ,59,58,1,
16 Michoacán de ocampo,111 Ziracuaretiro,11     Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales) ,67,45,22,
16 Michoacán de ocampo,111 Ziracuaretiro,21     Minería ,15,14,1,
16 Michoacán de ocampo,111 Ziracuaretiro,22     Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final ,13,10,3,
